City,Venue,Tournament Name,Date,No of Entries,Winnings
WEST,Adda52.com,PSL Qualifier WEST-1,4/10/2017 20:00,100,Top 20%
WEST,Adda52.com,PSL Qualifier WEST-2,4/11/2017 20:00,100,Top 20%
WEST,Adda52.com,PSL Qualifier WEST-3,4/12/2017 20:00,100,Top 20%
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
